price,house_type,rooms,bathrooms,condition,furnishing,area,dishwasher,prepaid_meter,dinning_area,air_conditioning,chandelier,state,estate
13.304684934198283,1,3,4,0,2,1,0,0,0,0,0,5,0
13.815510557964274,1,3,3,1,1,2,0,1,1,1,0,5,1
15.319587954740548,2,3,4,1,0,1,0,0,0,0,0,4,0
13.122363377404328,0,3,3,1,0,1,0,1,1,1,0,1,0
12.89921982609012,0,3,3,0,0,1,0,1,1,0,0,1,0
12.89921982609012,0,3,4,1,0,1,0,1,1,0,0,1,0
14.403297222866392,0,3,4,1,0,1,0,0,0,0,0,4,0
13.122363377404328,0,3,3,1,0,1,0,0,0,0,0,1,0
17.686711568872166,0,3,3,0,1,3,1,0,1,1,1,5,1
13.997832114758229,0,3,3,0,0,1,0,1,1,0,0,5,0
13.122363377404328,0,3,4,1,0,1,1,1,1,0,1,1,0
13.592367006650065,0,3,3,1,0,1,0,1,1,0,0,1,0
14.508657738524219,0,3,4,0,0,1,0,0,0,0,0,4,0
13.017002861746503,1,3,3,1,1,1,0,1,1,0,0,1,0
13.304684934198283,0,3,4,1,0,1,0,1,1,0,0,1,0
13.16158409055761,0,3,3,1,0,1,0,0,1,0,0,0,0
14.22097566607244,1,3,3,0,0,2,0,0,0,0,0,5,1
16.11809565095832,1,3,4,1,1,3,0,0,0,0,0,5,0
16.300417207752275,0,3,3,0,0,3,0,0,0,0,0,5,0
15.520258650202699,0,3,2,0,2,3,0,1,1,1,0,5,1
13.304684934198283,1,3,4,1,2,2,0,1,1,0,1,2,0
13.17115354157376,0,3,3,0,1,1,1,0,1,0,0,0,1
13.487006490992238,0,3,3,1,0,1,0,1,1,0,0,1,0
13.060487973686241,0,3,3,1,0,1,0,0,1,0,0,1,0
14.403297222866392,0,3,3,0,2,1,0,0,0,0,0,4,0
16.300417207752275,1,3,5,1,2,3,1,1,1,0,1,5,0
13.304684934198283,1,3,3,1,1,1,0,1,1,0,0,0,1
12.765688433465597,2,3,3,0,0,1,0,0,0,0,0,0,0
13.235692062711331,0,3,3,0,1,1,1,0,1,0,0,0,1
14.73180128983843,0,3,3,0,1,2,1,1,1,0,1,5,0
16.454567887579532,2,3,4,1,0,1,0,1,1,0,1,4,1
12.765688433465597,0,3,3,1,0,1,1,1,1,0,0,0,0
12.89921982609012,1,3,4,1,2,1,1,1,1,0,0,1,0
14.73180128983843,2,3,4,1,0,1,0,0,0,0,0,4,1
14.914122846632385,0,3,4,1,1,1,0,0,0,1,0,4,0
14.508657738524219,0,3,3,0,0,1,0,1,1,1,0,1,0
13.199324418540456,0,3,4,1,1,2,0,0,1,0,0,2,0
13.458835614025542,0,3,3,0,1,2,0,1,1,0,0,2,0
14.690979295318174,0,3,4,1,1,2,0,1,1,0,0,2,0
13.458835614025542,0,3,4,0,2,2,0,1,1,0,0,2,0
13.304684934198283,1,3,4,1,2,2,0,1,1,0,1,2,0
13.592367006650065,1,3,4,1,0,2,0,1,1,0,1,2,0
13.217673557208654,2,3,3,0,1,2,0,0,0,0,0,2,0
14.403297222866392,2,3,4,0,1,2,0,0,0,0,0,2,0
13.304684934198283,0,3,3,1,2,2,0,0,0,0,0,2,0
13.122363377404328,0,3,3,0,2,2,0,0,1,0,0,2,0
15.319587954740548,1,3,4,1,2,1,0,0,0,0,0,6,0
16.64872390202049,1,3,4,0,2,1,1,1,1,1,1,6,0
13.815510557964274,2,1,1,0,0,2,0,1,0,0,0,6,1
14.151982794585487,0,1,2,1,0,2,0,1,1,0,1,6,0
14.346138809026444,0,1,1,0,2,2,1,1,1,1,1,6,0
13.997832114758229,1,1,1,0,0,1,0,1,0,0,0,6,0
13.017002861746503,0,1,1,1,0,2,0,0,0,0,0,6,1
13.122363377404328,1,1,2,1,1,2,0,1,0,0,0,6,0
15.538277155705378,0,1,2,1,0,2,0,0,0,0,0,6,0
13.710150042306449,0,1,1,0,2,1,0,0,0,1,0,0,1
12.89921982609012,1,1,1,0,2,2,1,1,0,0,0,6,1
14.151982794585487,1,1,1,1,0,2,0,0,0,0,0,6,0
12.611537753638338,0,1,1,1,0,2,0,0,0,0,0,6,0
12.429216196844383,0,1,1,1,1,1,0,1,0,0,0,0,0
12.765688433465597,1,1,2,1,0,2,0,0,1,0,1,2,0
12.611537753638338,0,1,1,1,1,2,0,0,0,0,0,2,0
12.89921982609012,0,1,1,1,1,2,0,0,0,0,0,2,0
12.793859310432293,0,1,1,1,1,2,0,0,0,0,0,2,0
12.793859310432293,0,1,1,1,2,2,0,0,0,0,0,2,0
11.918390573078392,0,1,1,1,2,2,0,0,0,0,0,2,0
12.611537753638338,1,1,1,1,1,2,0,0,0,0,0,2,0
12.388394202324129,0,1,1,1,1,2,0,0,0,0,0,2,0
12.429216196844383,1,1,1,1,0,2,0,0,0,0,0,2,0
14.180153671552183,0,1,2,1,0,2,0,0,1,0,0,2,0
11.77528972943772,1,1,1,0,0,1,0,0,0,0,0,2,0
12.301382825334498,0,1,1,0,1,2,0,1,0,0,0,2,0
14.73180128983843,2,5,5,1,1,2,0,0,0,0,0,2,0
14.22097566607244,2,5,5,0,1,2,0,0,0,0,0,2,0
16.213405830762646,2,5,5,0,1,1,0,0,0,0,0,6,0
15.068273526459642,2,5,5,0,0,2,0,1,1,0,0,6,0
16.11809565095832,2,1,5,0,0,3,0,0,0,0,0,6,0
16.811242831518264,2,5,5,1,1,3,1,1,1,1,1,6,0
16.11809565095832,2,5,5,0,0,3,0,0,0,0,0,6,0
15.520258650202699,2,5,5,1,2,2,0,1,1,0,1,6,1
16.012735135300492,2,5,5,1,1,2,0,0,0,0,0,6,1
15.761420707019587,2,5,5,0,0,2,0,0,0,0,0,6,1
16.213405830762646,2,5,5,0,1,1,0,0,0,0,0,6,0
15.068273526459642,2,5,5,0,0,2,0,1,1,0,0,6,0
16.523560759066484,2,5,5,0,0,1,1,0,0,0,0,6,0
16.811242831518264,2,5,5,0,0,3,1,1,1,1,1,6,0
16.811242831518264,2,5,5,0,1,1,1,1,1,1,1,6,0
17.034386382832476,2,5,5,0,1,3,0,0,0,0,0,6,0
16.811242831518264,2,5,5,1,1,3,1,0,0,1,0,6,0
16.64872390202049,2,5,5,0,1,3,1,1,1,1,1,6,0
16.70588231586044,2,5,5,0,0,3,1,1,1,1,1,6,0
17.034386382832476,2,5,5,1,0,3,0,0,0,0,0,6,0
16.811242831518264,2,5,5,0,1,1,1,1,1,1,1,6,0
16.64872390202049,2,5,5,1,1,3,1,1,1,0,1,6,0
16.811242831518264,2,5,5,0,0,3,1,1,1,1,1,6,0
17.622173047734595,2,5,5,0,1,3,0,0,0,0,0,5,0
15.955576721460545,2,5,5,0,0,3,0,0,0,0,0,5,0
14.508657738524219,2,5,5,1,1,1,0,0,1,0,0,5,0
17.216707939626428,2,5,5,1,1,3,0,0,0,0,0,5,0
15.830413578506539,2,5,5,1,1,3,1,1,1,0,1,5,1
15.424948470398375,2,5,5,1,1,3,0,1,1,1,1,5,0
16.811242831518264,2,5,5,1,0,3,1,1,1,0,1,6,0
16.454567887579532,2,5,5,1,0,3,0,1,1,0,1,6,0
16.523560759066484,2,5,5,1,0,3,0,1,1,0,1,6,0
14.22097566607244,2,5,4,0,1,1,0,1,1,0,0,0,0
14.73180128983843,2,5,5,1,2,2,0,1,1,0,1,3,1
14.28551418721001,2,5,4,1,0,1,0,1,1,0,0,0,0
16.300417207752275,2,5,5,1,1,3,0,1,1,0,1,5,0
16.523560759066484,2,5,5,1,2,3,0,0,0,0,0,5,0
14.22097566607244,2,5,5,0,1,1,0,0,1,0,0,4,0
14.73180128983843,2,5,5,0,2,2,0,1,0,0,1,3,1
14.508657738524219,1,5,5,0,1,1,0,0,1,0,0,4,0
14.73180128983843,2,5,5,0,2,2,0,1,1,0,1,3,1
14.73180128983843,2,5,5,0,2,2,0,1,1,0,0,3,0
14.508657738524219,2,5,5,0,1,2,1,1,1,0,0,3,0
15.424948470398375,2,5,5,0,0,3,0,1,1,0,1,5,1
16.11809565095832,2,5,5,1,1,3,1,1,1,1,1,5,0
15.89495209964411,2,5,5,1,1,3,1,1,1,0,1,5,0
15.761420707019587,2,5,5,1,1,3,1,1,1,0,1,5,0
15.60727002719233,2,5,5,1,0,2,1,1,1,1,1,5,0
15.137266397946593,2,5,5,0,1,1,0,0,1,0,1,0,1
14.73180128983843,2,5,5,0,1,2,0,0,0,0,0,3,0
15.201804919084164,3,5,5,1,2,2,0,1,1,0,1,3,1
14.508657738524219,2,5,5,1,1,2,1,1,1,0,1,3,1
15.761420707019587,2,5,5,1,2,1,0,0,0,0,0,4,0
14.22097566607244,2,5,5,1,1,2,0,1,1,0,1,3,0
16.034714042019267,2,5,5,1,1,2,1,1,1,1,1,3,1
14.690979295318174,2,5,5,0,2,1,0,1,1,1,0,5,1
15.89495209964411,2,5,5,1,1,2,0,1,1,0,0,5,0
16.11809565095832,2,5,5,1,2,2,0,1,1,1,0,3,1
15.424948470398375,2,5,5,1,0,1,0,1,1,0,1,0,0
15.068273526459642,2,5,5,1,2,1,0,0,0,0,0,4,0
14.914122846632385,2,5,5,0,2,1,0,0,0,0,0,4,0
15.201804919084164,2,5,1,1,2,2,0,1,0,0,1,3,0
15.068273526459642,2,5,5,1,2,1,0,0,0,0,0,4,0
15.761420707019587,2,5,5,1,2,3,0,0,0,0,0,5,0
16.06680235657077,2,5,5,0,1,3,0,1,1,1,0,5,0
15.60727002719233,2,5,5,0,0,3,1,1,1,0,1,5,0
16.300417207752275,2,5,5,1,1,3,1,1,1,1,1,5,0
17.909855120186375,2,5,5,0,1,3,1,1,1,1,1,6,0
17.034386382832476,2,5,5,0,0,3,0,1,1,1,1,6,0
14.508657738524219,2,5,5,1,1,2,0,1,1,0,0,3,0
14.508657738524219,2,5,5,1,1,2,0,0,0,0,0,3,1
15.424948470398375,2,5,5,0,1,1,1,1,1,0,1,4,0
15.201804919084164,2,5,5,0,2,2,0,1,1,1,0,3,1
15.955576721460545,2,5,5,0,1,3,1,1,1,1,1,5,1
14.73180128983843,2,5,5,1,1,2,0,1,1,0,1,3,1
15.687312734865866,2,5,5,0,2,1,1,0,1,1,1,0,0
15.424948470398375,2,5,5,0,1,3,1,1,1,0,1,5,0
14.508657738524219,2,5,5,0,2,2,1,1,1,0,1,3,1
